 11.076  0.140  9.40  0.11
  7.320  0.080  5.51  0.30
  7.680  0.080  5.51  0.30
  7.160  0.080  5.51  0.30
  9.520  0.088  7.52  0.12
  7.760  0.080  5.88  0.29
  9.368  0.080  7.21  0.12
 10.228  0.096  8.12  0.05
  9.412  0.080  6.93  0.12
 10.164  0.096  7.79  0.03
  8.716  0.080  6.46  0.13
 10.268  0.080  7.84  0.05
  9.328  0.080  6.62  0.12
  8.876  0.080  6.59  0.12
  9.492  0.080  6.91  0.12
  8.120  0.080  6.49  0.12
  8.820  0.080  6.56  0.12
  9.204  0.080  6.43  0.13
  9.260  0.080  5.99  0.26
 10.040  0.080  7.52  0.11
  8.384  0.080  6.24  0.13
  9.816  0.080  7.10  0.07
 10.324  0.216  7.83  0.05
 10.620  0.108  7.63  0.15
 10.724  0.104  8.23  0.11
  9.516  0.120  5.93  0.30
 11.264  0.080  9.04  0.07
  7.816  0.080  5.44  0.30
  8.912  0.080  5.73  0.22
 10.788  0.080  8.63  0.08
 10.372  0.080  9.28  0.11
 10.852  0.080  9.35  0.12
  9.276  0.080  6.50  0.12
 11.412  0.080  9.67  0.04
  9.684  0.084  6.78  0.21
 10.896  0.116  8.85  0.14
  8.132  0.080  6.12  0.12
  7.772  0.080  5.13  0.30
 10.424  0.140  7.61  0.11
  8.064  0.080  5.76  0.18
  7.980  0.080  5.85  0.15
 10.916  0.104  8.96  0.11
  7.924  0.080  5.45  0.30
  7.148  0.080  5.58  0.22
  9.852  0.184  7.45  0.12
 10.160  0.080  7.41  0.12
 11.608  0.080  9.85  0.11
 10.772  0.080  9.17  0.07
 10.744  0.144  8.36  0.12
  9.712  0.144  7.05  0.20
 11.232  0.080  9.22  0.09
 10.532  0.104  8.32  0.06
  9.812  0.080  7.13  0.08
 10.180  0.124  6.96  0.20
  9.556  0.164  6.69  0.16
 10.364  0.080  7.92  0.12
  9.640  0.576  7.45  0.06
  9.592  0.080  6.48  0.25
 10.408  0.080  8.19  0.06
  8.988  0.080  7.04  0.12
  6.536  0.080  5.78  0.15
  9.756  0.108  7.42  0.05
 10.852  0.080  8.85  0.13
 10.144  0.184  8.08  0.15
 10.672  0.080  8.61  0.12
 10.464  0.132  9.24  0.01
 10.572  0.136  9.15  0.01
 10.072  0.120  6.86  0.19
 10.668  0.080  9.71  0.05
 10.808  0.124  9.00  0.12
  9.912  0.080  7.66  0.03
 10.292  0.080  7.77  0.08
 10.128  0.080  7.49  0.10
  7.584  0.080  6.00  0.19
 10.372  0.168  8.05  0.18
  9.076  0.080  6.70  0.18
 10.004  0.080  7.39  0.18
 10.772  0.080  9.19  0.11
 11.232  0.116  8.61  0.23
 11.052  0.120  9.37  0.10
 10.132  0.080  7.87  0.11
 10.656  0.092  7.96  0.12
  9.796  0.132  6.82  0.13
 10.532  0.080  8.25  0.12
 10.376  0.080  8.10  0.16
 10.740  0.108  8.10  0.14
 11.004  0.080  9.08  0.10
 10.416  0.352  8.22  0.03
 11.188  0.080  9.65  0.10
  9.004  0.108  6.38  0.14
 10.844  0.216  8.96  0.04
  9.960  0.124  7.66  0.08
  9.964  0.148  7.59  0.04
 11.248  0.080  9.50  0.03
  9.148  0.080  6.69  0.10
  8.664  0.080  6.54  0.12
  9.576  0.156  6.18  0.20
  9.796  0.080  7.26  0.10
  8.488  0.080  5.55  0.46
  7.616  0.080  5.42  0.30
  7.764  0.080  5.44  0.30
  9.964  0.168  7.63  0.20
  8.936  0.080  6.58  0.11
  8.324  0.080  6.20  0.18
 10.656  0.080  8.28  0.18
  8.780  0.080  6.43  0.14
  8.416  0.080  6.65  0.09
  7.376  0.080  6.04  0.19
  8.972  0.080  6.16  0.14
 10.788  0.084  8.60  0.08
  9.736  0.080  7.35  0.12
  8.400  0.080  6.54  0.12
 10.020  0.080  7.65  0.04
 10.320  0.136  8.48  0.10
 10.228  0.152  8.40  0.07
  9.060  0.080  6.89  0.07
  8.284  0.080  6.44  0.13
  7.884  0.080  5.61  0.39
  7.320  0.080  5.72  0.30
  8.428  0.080  4.98  0.83
  8.896  0.080  6.51  0.12
  8.860  0.080  6.28  0.18
  9.332  0.084  6.56  0.13
  7.092  0.080  5.83  0.27
  8.956  0.172  6.91  0.13
  9.952  0.080  7.68  0.12
  9.476  0.080  7.38  0.04
 10.872  0.080  9.03  0.07
  8.120  0.080  6.38  0.13
  8.720  0.080  6.19  0.17
 10.116  0.080  7.71  0.08
 10.876  0.080  9.15  0.11
  9.724  0.080  7.22  0.16
  9.676  0.080  7.04  0.11
 10.832  0.080  8.56  0.07
  9.640  0.080  7.18  0.06
  8.960  0.080  6.89  0.07
  8.476  0.080  6.46  0.12
 10.876  0.080  8.97  0.03
  7.520  0.080  5.84  0.27
  8.716  0.080  7.02  0.06
  9.932  0.080  7.24  0.06
  9.932  0.080  7.24  0.06
  8.560  0.080  6.58  0.11
  8.480  0.080  6.39  0.13
  8.280  0.080  5.73  0.38
  9.212  0.080  6.33  0.16
  9.804  0.080  7.51  0.09
 10.092  0.080  7.94  0.09
  8.608  0.080  6.14  0.19
 10.156  0.080  7.66  0.07
  8.948  0.080  6.55  0.13
  6.952  0.080  5.35  0.60
  9.356  0.096  6.38  0.15
  8.644  0.080  6.44  0.12
  9.048  0.080  7.09  0.06
  8.152  0.080  5.85  0.26
  8.412  0.080  6.10  0.24
  8.564  0.080  6.62  0.10
  9.580  0.080  7.05  0.07
  9.560  0.080  7.19  0.07
 10.256  0.080  7.76  0.05
  8.332  0.080  6.33  0.22
  9.356  0.080  6.71  0.13
  8.640  0.080  6.37  0.15
 11.060  0.080  9.39  0.05
 10.256  0.080  8.00  0.10
  9.768  0.080  7.42  0.08
  9.588  0.080  6.64  0.13
  7.080  0.080  5.98  0.22
  8.600  0.080  6.63  0.14
  9.788  0.080  6.91  0.09
  7.224  0.080  5.57  0.38
  9.848  0.080  7.13  0.08
  9.476  0.080  7.09  0.06
  9.040  0.080  5.87  0.57
  9.516  0.080  7.18  0.10
  8.568  0.080  6.13  0.21
  8.332  0.080  6.49  0.11
 10.976  0.080  9.65  0.03
  9.544  0.080  6.82  0.11
  9.412  0.080  6.35  0.32
  7.892  0.080  6.19  0.24
  8.936  0.080  6.29  0.18
 10.492  0.080  8.05  0.05
  7.000  0.080  6.19  0.24
  8.868  0.080  6.67  0.10
  8.692  0.080  6.64  0.16
  8.620  0.080  6.91  0.07
  9.120  0.080  6.67  0.09
  8.888  0.080  7.03  0.06
  8.676  0.080  6.65  0.10
  9.740  0.132  7.79  0.09
  9.448  0.080  7.22  0.05
  8.644  0.080  6.08  0.20
  8.176  0.080  6.24  0.15
  8.336  0.080  5.95  0.29
  8.544  0.080  6.49  0.13
  8.432  0.080  5.87  0.26
  8.560  0.080  5.53  0.38
  8.796  0.080  6.85  0.07
  7.280  0.080  5.99  0.22
 10.536  0.088  8.06  0.11
  9.564  0.080  6.83  0.09
  8.352  0.080  6.68  0.09
  8.696  0.080  6.96  0.07
  8.288  0.080  6.35  0.15
  8.772  0.080  6.65  0.14
  9.688  0.080  7.27  0.09
  8.516  0.080  5.76  0.31
  9.592  0.080  7.01  0.09
 10.088  0.080  8.44  0.07
 10.604  0.108  7.79  0.11
  8.256  0.080  6.19  0.16
  9.932  0.080  7.71  0.06
 10.068  0.080  7.54  0.07
  8.928  0.080  6.41  0.14
 10.360  0.112  8.46  0.06
  7.212  0.080  6.19  0.16
  9.780  0.080  7.15  0.08
  8.464  0.080  6.19  0.22
  8.692  0.080  5.55  0.44
  9.296  0.080  6.64  0.12
 10.780  0.080  8.78  0.04
  8.344  0.080  5.84  0.27
  8.644  0.080  6.53  0.11
  8.784  0.080  6.49  0.12
 10.332  0.080  8.87  0.11
  8.588  0.080  6.25  0.19
  8.972  0.080  6.83  0.08
  8.856  0.080  6.26  0.17
  8.652  0.080  6.64  0.11
 10.380  0.080  7.36  0.11
  8.432  0.080  5.79  0.22
  8.572  0.080  6.01  0.23
 10.468  0.080  8.36  0.16
  8.888  0.080  6.94  0.07
  9.908  0.080  7.23  0.08
  9.972  0.080  7.16  0.06
 10.504  0.080  9.09  0.01
  8.356  0.080  5.59  0.34
 10.896  0.080  9.13  0.05
  9.828  0.080  7.68  0.06
  8.876  0.080  6.63  0.10
 10.444  0.080  8.33  0.14
  9.072  0.080  6.51  0.12
  8.476  0.080  6.17  0.17
 10.440  0.080  7.81  0.12
 10.144  0.080  7.45  0.04
 10.612  0.096  7.86  0.04
 10.832  0.140  9.30  0.09
 11.412  0.080  9.85  0.10
 11.196  0.080  9.38  0.12
 10.380  0.112  8.56  0.17
 10.328  0.080  8.38  0.14
 10.284  0.080  8.76  0.11
 10.144  0.080  8.37  0.10
 11.324  0.104  9.89  0.04
 10.120  0.092  7.88  0.11
 10.356  0.100  8.53  0.14
 10.096  0.080  8.20  0.22
 11.320  0.080  9.63  0.07
  9.996  0.080  7.59  0.30
 10.336  0.080  8.25  0.11
 10.276  0.080  8.10  0.13
 10.488  0.080  8.50  0.17
 10.436  0.080  9.28  0.03
 10.876  0.100  8.63  0.09
  9.892  0.080  7.01  0.21
  8.244  0.080  6.08  0.14
 10.868  0.160  8.52  0.11
  7.488  0.080  5.72  0.18
  9.188  0.080  6.13  0.27
  6.400  0.080  5.07  0.30
 10.436  0.080  8.57  0.09
 11.272  0.080  9.36  0.10
 11.452  0.080 10.12  0.10
 10.252  0.236  8.12  0.15
 10.396  0.080  7.79  0.08
 10.544  0.132  9.24  0.03
 11.164  0.080  9.37  0.02
 10.332  0.080  7.07  0.11
  8.112  0.080  5.64  0.22
  7.408  0.080  5.59  0.22
 11.572  0.080  9.98  0.09
 11.168  0.140  9.04  0.07
 10.848  0.112  8.72  0.12
 10.476  0.088  7.64  0.10
 10.716  0.200  9.04  0.11
  8.520  0.080  6.11  0.14
 10.840  0.092  8.98  0.06
  9.840  0.104  7.62  0.07
 10.780  0.100  9.17  0.10
 10.364  0.080  8.01  0.08
  8.920  0.080  6.25  0.11
 10.052  0.220  7.63  0.14
 11.172  0.080  9.82  0.10
 10.740  0.080  8.67  0.05
 11.252  0.160 10.01  0.17
 11.332  0.080  9.85  0.10
 11.164  0.080  9.68  0.10
 11.132  0.080  9.71  0.10
 10.732  0.120  9.79  0.10
 10.764  0.096  9.20  0.03
 10.500  0.080  9.17  0.03
 10.972  0.080  9.43  0.10
 11.148  0.088  9.53  0.10
  9.096  0.200  6.12  0.15
 11.040  0.400  9.20  0.09
 11.412  0.108  9.84  0.09
 11.296  0.112  9.25  0.19
 10.756  0.168  7.28  0.09
 10.132  0.400  8.61  0.20
 10.984  0.080  8.59  0.03
 10.372  0.176  8.23  0.12
  7.492  0.200  5.90  0.12
  8.132  0.120  6.02  0.15
  9.868  0.144  6.67  0.18
  7.440  0.080  5.42  0.30
 10.456  0.212  8.73  0.12
 10.428  0.132  7.41  0.16
 10.408  0.080  8.66  0.02
 10.688  0.108  8.92  0.11
 10.148  0.132  8.01  0.03
 10.184  0.080  7.54  0.08
 10.616  0.080  7.80  0.21
 10.264  0.100  7.67  0.04
 10.088  0.100  7.28  0.05
 10.748  0.080  8.82  0.13
  9.764  0.100  7.56  0.12
 10.936  0.080  8.98  0.04
 11.272  0.140  9.84  0.10
 10.432  0.080  8.38  0.14
 11.160  0.080  9.04  0.16
  9.672  0.080  6.58  0.11
